country,year,co2,population,gdp,primary_energy_consumption,Coal Production - TWh,Oil Consumption - TWh,Coal Consumption - TWh,Cars Produced - Thousands
China,1899,0.095,399421783.0,,,,,,
China,1900,,401579661.0,388800000000.0,,,,,
China,1901,,403786465.0,,,,,,
China,1902,0.095,406042669.0,,,,,,
China,1903,1.964,408348748.0,,,,,,
China,1904,2.088,410667922.0,,,,,,
China,1905,2.297,413000265.0,,,,,,
China,1906,17.111,415345852.0,,,,,,
China,1907,16.84,417704759.0,,,,,,
China,1908,22.731,420077060.0,,,,,,
China,1909,20.837,422922872.0,,,,,,
China,1910,18.749,426250021.0,,,,,,
China,1911,27.846,430066435.0,387034110000.0,,,,,
China,1912,9.787,434380144.0,,,,,,
China,1913,10.758,439199283.0,430582900000.0,,,,,
China,1914,15.107,444071884.0,,,,,,
China,1915,16.089,448998541.0,,,,,,
China,1916,17.965,453979853.0,,,,,,
China,1917,19.852,459016426.0,,,,,,
China,1918,21.042,464075232.0,,,,,,
China,1919,24.256,468480579.0,,,,,,
China,1920,26.769,472222750.0,,,,,,
China,1921,25.289,475291915.0,,,,,,
China,1922,26.634,477678125.0,,,,,,
China,1923,32.152,479371311.0,,,,,,
China,1924,35.094,481070499.0,,,,,,
China,1925,33.221,482775710.0,,,,,,
China,1926,29.59,484486965.0,,,,,,
China,1927,33.526,486204286.0,,,,,,
China,1928,34.108,487927695.0,,,,,,
China,1929,35.804,489891377.0,488734819000.0,,,,,
China,1930,37.908,492097572.0,494868000000.0,,,,,
China,1931,40.241,494548536.0,500029600000.0,,,,,
China,1932,38.585,497246541.0,515662973000.0,,,,,
China,1933,42.194,500193876.0,461500000000.0,,,,,
China,1934,49.254,503158681.0,470972743000.0,,,,,
China,1935,57.597,506141059.0,508829044000.0,,,,,
China,1936,64.955,509141114.0,540976335000.0,,,,,
China,1937,60.491,512158952.0,528001760000.0,,,,,
China,1938,55.303,515194677.0,514876008000.0,,,,,
China,1939,67.113,518180790.0,,,,,,
China,1940,86.047,521116640.0,,,,,,
China,1941,107.518,524001569.0,,,,,,
China,1942,113.741,526834916.0,,,,,,
China,1943,97.179,529616012.0,,,,,,
China,1944,97.769,532411789.0,,,,,,
China,1945,50.347,535222325.0,,,,,,
China,1946,31.259,538047697.0,,,,,,
China,1947,33.553,540887984.0,,,,,,
China,1948,23.836,543743264.0,,,,,,
China,1949,59.36,548239920.0,,,,,,
China,1950,78.835,554419269.0,436905185000.0,,,,,
China,1951,102.115,569909108.0,529606000000.0,,,,,
China,1952,127.999,582576497.0,595648770000.0,,,,,
China,1953,133.783,593365882.0,672668230000.0,,,,,
China,1954,160.877,603052316.0,624480190000.0,,,,,
China,1955,190.521,612241552.0,681084945000.0,,,,,
China,1956,215.824,621363233.0,738921885000.0,,,,,
China,1957,255.785,630677648.0,761702560000.0,,,,,
China,1958,524.617,640295777.0,766244655000.0,,,,,
China,1959,720.152,650212731.0,743927585000.0,,,,,
China,1960,798.8,660408054.0,705092990000.0,,,,,
China,1961,570.63,670952701.0,577128420000.0,,,,,U
China,1962,459.618,682102654.0,616503020000.0,,,,,
China,1963,456.779,694339084.0,705534390000.0,,,,,
China,1964,460.637,708254602.0,804504960000.0,,,,,
China,1965,500.286,724218970.0,896126805000.0,1532.235,,129.0625363888889,,
China,1966,549.459,742414887.0,927339400000.0,1665.28,,165.79991083333334,,
China,1967,460.226,762581176.0,933378350000.0,1497.596,,163.69284527777776,,
China,1968,495.507,784074715.0,912372780000.0,1512.598,,179.0345755555555,,
China,1969,607.683,805985941.0,1006175600000.0,1841.019,,240.04433027777776,,
China,1970,807.953,827601385.0,1144004370000.0,2357.393,,332.04554833333333,,
China,1971,909.21,848759709.0,1216237830000.0,2794.916,,451.5776813888889,,U
China,1972,968.646,869485962.0,1233564930000.0,3012.934,,519.6964991666666,,
China,1973,1008.293,889485368.0,1334375220000.0,3180.296,,633.9830905555556,,
China,1974,1028.1,908464206.0,1367631650000.0,3279.296,,729.0730180555555,,
China,1975,1183.215,926240889.0,1460733630000.0,3672.629,,804.0782297222222,,
China,1976,1226.421,942685412.0,1413710515000.0,3866.91,,919.1863952777776,,
China,1977,1340.831,957891271.0,1493489265000.0,4216.888,,971.0417141666668,,
China,1978,1492.778,972205441.0,1667551760000.0,4624.29,,1076.6368777777775,3.570363922222222,
China,1979,1525.661,986132214.0,1801380295000.0,4763.128,,1079.2995222222223,3.6587183,
China,1980,1494.496,1000089228.0,1893783550000.0,4856.292,,1011.721054722222,3.636857716666667,
China,1981,1476.488,1014022211.0,1949955282000.0,4790.988,3614.604,960.4063822222222,3.6209623583333332,U
China,1982,1606.585,1027948989.0,2128597968000.0,5002.704,3874.5345,950.9188161111113,3.823542963888889,
China,1983,1694.217,1042431401.0,2278862376000.0,5324.027,4154.8175,971.9111505555557,4.0529057,
China,1984,1844.828,1058171973.0,2534000300000.0,5712.497,4589.198,1007.7962963888888,4.463375055555556,
China,1985,1998.083,1075589363.0,2752673760000.0,6178.478,5072.4245,1055.259253888889,4.553597330555556,
China,1986,2104.213,1095014106.0,2931538920000.0,6475.321,5198.61,1122.5739988888888,4.747747538888889,
China,1987,2257.739,1116095475.0,3177306585000.0,6983.141,5396.9015,1193.055565,5.07222855,
China,1988,2425.894,1137724234.0,3354463350000.0,7500.799,5698.1185,1282.6026997222225,5.429721027777777,
China,1989,2463.654,1158357393.0,3380560300000.0,7870.667,6130.173,1343.1707955555555,5.529846919444444,
China,1990,2484.855,1176883681.0,3385121670000.0,7972.531,6279.519644444445,1331.5683305555556,6.081645752777778,
China,1991,2606.096,1192897277.0,3508947838839.58,8375.788,6323.265888888889,1439.6677675,5.835234902777778,709.0
China,1992,2730.788,1206711243.0,3755037488097.59,8820.231,6491.749699999999,1565.881279166667,6.0222427750000005,
China,1993,2921.651,1218817059.0,4126169580711.49,9497.178,6691.146049999999,1730.6695080555555,6.438652922222222,
China,1994,3100.002,1230020026.0,4438753432049.77,10081.194,7210.024313888889,1754.1200030555556,6.909125677777777,1353.0
China,1995,3357.909,1240920539.0,4810000052949.3,10390.963,7912.650763888889,1900.1698066666668,7.632887880555555,1435.0
China,1996,3503.234,1251636178.0,5127589667244.04,10932.141,8121.80701111111,2082.869347777778,7.761867558333333,1466.0
China,1997,3510.169,1261996017.0,5291338890182.24,10995.762,8068.494508333333,2273.275080833333,7.5020065083333325,1578.0
China,1998,3360.455,1271982349.0,5338703047530.52,11010.818,7745.746308333333,2335.3745377777777,7.636972525,1628.0
China,1999,3350.34,1281514833.0,5578502931607.12,11396.786,7931.6443,2485.169459166667,7.6449519694444446,1805.0
China,2000,3439.152,1290550767.0,5952682333616.4,11792.554,8226.111591666666,2661.136997222222,7.824111188888889,2009.0
China,2001,3514.934,1299129747.0,6329737195923.64,12456.115,8715.22973888889,2720.8675927777776,8.239183133333334,2331.776
China,2002,3872.595,1307352256.0,6814493761716.04,13567.957,9307.321841666666,2938.008313888889,8.904888047222222,3251.225
China,2003,4545.014,1315303522.0,7248622636565.2,15798.685,10994.301994444444,3271.5244583333333,10.614167911111112,4443.686
China,2004,5223.755,1323084639.0,7830953031578.61,18484.936,12873.730019444443,3820.0719694444447,12.270721097222223,5070.527
China,2005,5876.555,1330776380.0,8602939916574.9,21000.495,14440.990188888887,3886.774544444445,14.102232991666666,5668.163
China,2006,6488.804,1338408644.0,9489543138171.92,23022.389,15449.55418611111,4174.974463888889,15.683791927777778,7566.233
China,2007,6978.612,1345993891.0,10358205936544.4,25024.414,16738.864930555555,4381.042547222222,17.182822255555557,8885.461
China,2008,7496.832,1353569480.0,10799148330075.5,25956.957,17349.282741666666,4469.1302444444445,17.488486416666667,9233.29
China,2009,7886.533,1361169410.0,11572543696066.6,27089.785,17885.351891666665,4637.320094444444,18.83586044722222,13648.553
China,2010,8616.653,1368810604.0,12858807596962.2,28967.802,19367.24898888889,5275.544380555556,20.819195161111114,18264.667
China,2011,9528.556,1376497633.0,13673158858296.0,31261.361,21535.06720833333,5467.327188888889,22.67496750277778,18418.876
China,2012,9775.622,1384206408.0,14358127033560.0,32512.623,21789.30283333333,5731.219008333333,23.027610030555557,19271.808
China,2013,9952.744,1391883335.0,15304426254912.0,33715.209,22034.135552777778,5982.918830555555,23.743987247222222,22116.825
China,2014,9985.583,1399453966.0,16220856758000.0,34499.453,21680.76276388889,6218.294911111111,23.831354174999998,23722.89
China,2015,9848.42,1406847868.0,16710945546908.0,34826.942,21273.959438888887,6732.650186111111,23.31123103611111,24503.326
China,2016,9720.444,1414049353.0,17255473242506.0,35264.122,19671.23181111112,6961.925880555556,22.370055011111113,28118.794
China,2017,9920.459,1421021794.0,17575081415360.1,36342.177,20326.109319444444,7278.487461111111,22.720871813888888,29015.633
China,2018,10289.99,1427647789.0,18151620437216.0,37714.113,21352.949933333333,7517.874591666667,23.532450005555557,27809.196
China,2019,10489.989,1433783692.0,,39360.925,22154.43870833333,7759.732538888888,24.150059338888887,25720.665
China,2020,10667.887,1439323774.0,,,22475.08011388889,7916.455444444444,24.34390276111111,25225.242
Germany,1792,0.469,,,,,,,
Germany,1793,0.48,,,,,,,
Germany,1794,0.443,,,,,,,
Germany,1795,0.447,,,,,,,
Germany,1796,0.535,,,,,,,
Germany,1797,0.55,,,,,,,
Germany,1798,0.575,,,,,,,
Germany,1799,0.627,,,,,,,
Germany,1800,0.795,18000000.0,,,,,,
Germany,1801,0.535,18294612.0,,,,,,
Germany,1802,0.553,18594046.0,,,,,,
Germany,1803,0.535,18898381.0,,,,,,
Germany,1804,1.008,19207698.0,,,,,,
Germany,1805,1.041,19522077.0,,,,,,
Germany,1806,0.938,19841601.0,,,,,,
Germany,1807,2.689,20166356.0,,,,,,
Germany,1808,0.898,20496425.0,,,,,,
Germany,1809,0.931,20831897.0,,,,,,
Germany,1810,0.978,21178441.0,,,,,,
Germany,1811,0.927,21525076.0,,,,,,
Germany,1812,0.912,21877384.0,,,,,,
Germany,1813,0.89,22235459.0,,,,,,
Germany,1814,0.883,22599394.0,,,,,,
Germany,1815,1.03,22969286.0,,,,,,
Germany,1816,2.385,23345232.0,,,,,,
Germany,1817,3.382,23727332.0,,,,,,
Germany,1818,3.532,24115685.0,,,,,,
Germany,1819,3.276,24488367.0,,,,,,
Germany,1820,3.382,24844857.0,39150660000.0,,,,,
Germany,1821,3.532,25184625.0,,,,,,
Germany,1822,3.631,25507128.0,,,,,,
Germany,1823,4.034,25811809.0,,,,,,
Germany,1824,3.232,26120130.0,,,,,,
Germany,1825,4.338,26432134.0,,,,,,
Germany,1826,4.188,26747865.0,,,,,,
Germany,1827,4.54,27067367.0,,,,,,
Germany,1828,4.54,27390685.0,,,,,,
Germany,1829,3.631,27709637.0,,,,,,
Germany,1830,4.793,28024082.0,,,,,,
Germany,1831,4.591,28333882.0,,,,,,
Germany,1832,3.448,28638891.0,,,,,,
Germany,1833,4.378,28938965.0,,,,,,
Germany,1834,4.411,29242182.0,,,,,,
Germany,1835,4.932,29548576.0,,,,,,
Germany,1836,5.192,29858181.0,,,,,,
Germany,1837,5.95,30171030.0,,,,,,
Germany,1838,6.632,30487157.0,,,,,,
Germany,1839,7.02,30791884.0,,,,,,
Germany,1840,9.175,31084973.0,,,,,,
Germany,1841,9.548,31366182.0,,,,,,
Germany,1842,10.882,31635265.0,,,,,,
Germany,1843,10.3,31891972.0,,,,,,
Germany,1844,10.882,32150762.0,,,,,,
Germany,1845,12.611,32411652.0,,,,,,
Germany,1846,13.187,32674660.0,,,,,,
Germany,1847,13.839,32939801.0,,,,,,
Germany,1848,12.828,33207094.0,,,,,,
Germany,1849,13.623,33466493.0,,,,,,
Germany,1850,15.14,33717866.0,76805896000.0,,,,,
Germany,1851,16.869,33970411.0,76419420000.0,,,,,
Germany,1852,19.174,34214795.0,77941170000.0,,,,,
Germany,1853,20.76,34450874.0,77518344000.0,,,,,
Germany,1854,24.366,34688580.0,79421300000.0,,,,,
Germany,1855,28.616,34927923.0,78268118000.0,,,,,
Germany,1856,30.924,35168915.0,84704600000.0,,,,,
Germany,1857,32.939,35411567.0,88881639000.0,,,,,
Germany,1858,35.61,35655890.0,88512502000.0,,,,,
Germany,1859,33.808,35915420.0,88904335000.0,,,,,
Germany,1860,36.395,36190385.0,94196037000.0,,,,,
Germany,1861,41.33,36481013.0,91925505000.0,,,,,
Germany,1862,45.54,36787538.0,96458136000.0,,,,,
Germany,1863,49.383,37110194.0,103668992000.0,,,,,
Germany,1864,56.642,37435677.0,106676874000.0,,,,,
Germany,1865,63.468,37764012.0,107071055000.0,,,,,
Germany,1866,62.907,38095224.0,107818839000.0,,,,,
Germany,1867,69.154,38429338.0,108208600000.0,,,,,
Germany,1868,74.368,38766380.0,114597342000.0,,,,,
Germany,1869,77.593,39121267.0,115380010000.0,,,,,
Germany,1870,76.64,39494319.0,114986061000.0,,,,,
Germany,1871,85.349,39885860.0,114264576000.0,,,,,
Germany,1872,92.109,40296219.0,122168898000.0,,,,,
Germany,1873,98.367,40725727.0,127494162000.0,,,,,
Germany,1874,71.595,41159810.0,136963700000.0,,,,,
Germany,1875,101.518,41598517.0,137659302000.0,,,,,
Germany,1876,103.438,42041897.0,136961791000.0,,,,,
Germany,1877,101.302,42489999.0,136232194000.0,,,,,
Germany,1878,104.545,42942875.0,142614192000.0,,,,,
Germany,1879,110.847,43388996.0,139230168000.0,,,,,
Germany,1880,124.503,43828181.0,138069000000.0,,,,,
Germany,1881,134.264,44260243.0,141473556000.0,,,,,
Germany,1882,143.665,44684993.0,143716896000.0,,,,,
Germany,1883,153.093,45102238.0,151684064000.0,,,,,
Germany,1884,157.526,45523375.0,155465744000.0,,,,,
Germany,1885,161.183,45948441.0,159236688000.0,,,,,
Germany,1886,163.033,46377473.0,160359620000.0,,,,,
Germany,1887,170.391,46810508.0,166799626000.0,,,,,
Germany,1888,186.347,47247582.0,173679816000.0,,,,,
Germany,1889,198.849,47730525.0,178538736000.0,,,,,
Germany,1890,208.232,48260349.0,184239090000.0,,,,,
Germany,1891,220.84,48838083.0,183900909000.0,,,,,
Germany,1892,214.989,49464772.0,191419488000.0,,,,,
Germany,1893,220.712,50141481.0,200863947000.0,,,,,
Germany,1894,229.498,50827444.0,205820123000.0,,,,,
Germany,1895,238.285,51522787.0,215604003000.0,,,,,
Germany,1896,256.26,52227640.0,223252848000.0,,,,,
Germany,1897,273.554,52942131.0,229646583000.0,,,,,
Germany,1898,285.378,53666393.0,239498620000.0,,,,,
Germany,1899,303.284,54413956.0,248184552000.0,,,,,
Germany,1900,326.759,55185341.0,258778104000.0,,,,,
Germany,1901,325.557,55981081.0,252659264000.0,,,,,
Germany,1902,319.189,56801719.0,258695544000.0,,,,,
Germany,1903,343.599,57647806.0,273137585000.0,,,,,
Germany,1904,356.122,58506492.0,284058684000.0,,,,,
Germany,1905,382.324,59377964.0,290170512000.0,,,,,
Germany,1906,361.937,60262412.0,298832544000.0,,,,,
Germany,1907,442.183,61160030.0,312083652000.0,,,,,
Germany,1908,446.642,62071014.0,317376969000.0,,,,,
Germany,1909,445.572,62767668.0,323838360000.0,,,,,
Germany,1910,445.367,63247408.0,335611908000.0,,,,,
Germany,1911,458.586,63507611.0,346844064000.0,,,,,
Germany,1912,499.121,63545612.0,362054969000.0,,,,,
Germany,1913,535.083,63358703.0,378312270000.0,,,,,
Germany,1914,497.927,63172340.0,322284096000.0,,,,,
Germany,1915,462.906,62986521.0,306048830000.0,,,,,
Germany,1916,500.697,62801243.0,309103528000.0,,,,,
Germany,1917,524.579,62616506.0,309414915000.0,,,,,
Germany,1918,503.423,62415473.0,310201935000.0,,,,,
Germany,1919,387.428,62337715.0,249574734000.0,,,,,
Germany,1920,429.208,62383655.0,271404558000.0,,,,,
Germany,1921,473.18,62553720.0,302077138000.0,,,,,
Germany,1922,455.461,62848341.0,328689000000.0,,,,,
Germany,1923,331.929,63267954.0,273091581000.0,,,,,
Germany,1924,451.793,63690369.0,319692003000.0,,,,,
Germany,1925,458.066,64115604.0,355624580000.0,,,,,
Germany,1926,413.237,64543678.0,365617980000.0,,,,,
Germany,1927,481.186,64974611.0,402192486000.0,,,,,
Germany,1928,505.011,65408420.0,419777967000.0,,,,,
Germany,1929,539.235,65850348.0,418019723000.0,,,,,
Germany,1930,462.092,66300486.0,412176972000.0,,,,,
Germany,1931,385.965,66758925.0,380827283000.0,,,,,
Germany,1932,347.486,67225759.0,352172044000.0,,,,,
Germany,1933,364.981,67701081.0,374241036000.0,,,,,
Germany,1934,408.62,68179764.0,408415350000.0,,,,,
Germany,1935,452.333,68661832.0,439141857000.0,,,,,
Germany,1936,499.634,69147308.0,477841155000.0,,,,,
Germany,1937,563.513,69636216.0,506561908000.0,,,,,
Germany,1938,601.273,70128582.0,545721680000.0,,,,,
Germany,1939,648.625,70493827.0,597037462000.0,,,,,
Germany,1940,654.325,70731329.0,601419020000.0,,,,,
Germany,1941,660.793,70840459.0,639431132000.0,,,,,
Germany,1942,667.899,70820585.0,648060266000.0,,,,,
Germany,1943,679.43,70671068.0,661088879000.0,,,,,
Germany,1944,600.273,70521868.0,677550770000.0,,,,,
Germany,1945,116.065,70372982.0,482065000000.0,,,,,
Germany,1946,271.682,70224410.0,228572052000.0,,,,,
Germany,1947,317.66,70076152.0,256643002000.0,,,,,
Germany,1948,377.816,69928207.0,303971515000.0,,,,,
Germany,1949,432.148,69891436.0,355660921000.0,,,,,
Germany,1950,510.682,69966252.0,422965102392.0,,,,,
Germany,1951,576.866,70300011.0,461743926336.0,,,,,
Germany,1952,610.981,70620275.0,501792173664.0,,,,,
Germany,1953,623.492,70929839.0,543743745048.0,,,,,
Germany,1954,659.732,71233393.0,584376913860.0,,,,,
Germany,1955,723.498,71537454.0,648607454880.0,,,,,
Germany,1956,766.191,71850645.0,695152392228.0,,,,,
Germany,1957,777.908,72183453.0,734905326012.0,,,,,
Germany,1958,756.379,72547581.0,767711425413.0,,,,,
Germany,1959,755.795,72954885.0,823838478320.0,,,,,
Germany,1960,813.95,73414229.0,890210033058.0,,,,,
Germany,1961,834.84,73928077.0,926835900900.0,,,,,2213
Germany,1962,883.169,74489450.0,966424867402.0,,,,,
Germany,1963,945.498,75080749.0,993706255420.0,,,,,
Germany,1964,968.917,75677305.0,1054006832244.0,,,,,
Germany,1965,960.102,76258034.0,1107504056342.0,2966.383,,1020.5697775,,
Germany,1966,951.422,76819570.0,1140349172772.0,2973.846,,1141.8321536111112,,
Germany,1967,936.229,77357251.0,1143923057487.0,2966.376,,1187.4216194444446,,
Germany,1968,984.791,77847179.0,1204136536923.0,3167.281,,1331.1227330555555,,
Germany,1969,1052.001,78260756.0,1283751440208.0,3417.028,,1496.9417344444446,,
Germany,1970,1026.022,78578381.0,1343859724428.0,3607.108,,1644.0703369444443,,
Germany,1971,1037.237,78789931.0,1383509096813.0,3640.362,,1712.531765,,4141
Germany,1972,1041.481,78901826.0,1440601427488.0,3766.868,,1807.816429722222,,
Germany,1973,1085.738,78932455.0,1505896496280.0,3983.469,,1927.148006111111,,
Germany,1974,1062.727,78909808.0,1518360882236.0,3913.56,,1748.5242405555557,,
Germany,1975,1002.447,78856031.0,1510149863725.0,3759.606,,1698.330064722222,,
Germany,1976,1090.84,78781740.0,1583048312626.0,4012.132,,1834.9529783333328,,
Germany,1977,1052.609,78687323.0,1628636027001.0,4001.062,,1812.365522222222,,
Germany,1978,1079.133,78573588.0,1674283089078.0,4145.723,,1890.2781072222224,,
Germany,1979,1117.888,78438171.0,1741603218060.0,4375.909,,1949.9529905555555,,
Germany,1980,1100.066,78283101.0,1761467946288.0,4231.683,,1764.3438327777776,,
Germany,1981,1048.523,78107860.0,1768196471990.0,4099.005,1731.1663522222225,1601.3844027777775,,4116
Germany,1982,1015.734,77926016.0,1753143253080.0,3953.765,1738.716392777778,1513.8575741666666,,
Germany,1983,1011.605,77770210.0,1784298600200.0,4009.86,1642.87059,1482.4480972222225,,
Germany,1984,1033.245,77682293.0,1834585164008.0,4156.77,1662.8279141666667,1477.5570008333334,,
Germany,1985,1044.118,77691591.0,1874769860631.0,4278.25,1728.615478888889,1522.7412666666664,,
Germany,1986,1047.472,77806136.0,1916181399645.0,4242.895,1669.0493625,1604.2206786111112,,
Germany,1987,1032.443,78015742.0,1945055844046.0,4278.47,1616.066233888889,1562.007814722222,,
Germany,1988,1029.024,78307525.0,2009989504148.0,4292.122,1603.5988458333334,1562.9131072222224,,
Germany,1989,1008.792,78660301.0,2075675215202.0,4246.536,1530.111064166667,1468.3829927777776,,
Germany,1990,1052.477,79053984.0,2015547584054.0,4179.821,1454.1818855555557,1537.2931955555557,,
Germany,1991,1014.225,79490831.0,2140549465365.24,4078.245,1234.5307444444445,1607.614636666667,,5035.0
Germany,1992,965.893,79963166.0,2206446064137.79,3995.812,1135.4910716666668,1621.6551127777775,,
Germany,1993,956.132,80428557.0,2210102276981.44,3978.087,1021.6923783333332,1646.8728230555555,,
Germany,1994,939.815,80832928.0,2290161121056.48,3940.492,941.4317369444444,1631.9727644444442,,4356.138
Germany,1995,938.968,81138653.0,2356396796746.18,3960.508,919.3460666666666,1631.1295291666663,,4667.0
Germany,1996,959.151,81323666.0,2402605762968.02,4091.461,860.4739705555555,1658.878005277778,,4843.0
